ESTAGIOID,CARGA_HORARIA,SITUACAO,TIPOESTAGIO,ESTAGIARIO_ID,CLASSIFICACAO,DATA_INICIO,DATA_FIM,ORIENTADOR_FK,CURSOID,MODALIDADE,NIVEL,CURSO,EMPRESAID,EMPRESA,TIPOEMPRESA
3809,100,3,0,1585,0,2018-08-28,2018-11-21,2235,1104,3,2,"Licenciatura em Matemática",1246,"Escola Municipal Joana Porto",1
4594,100,3,0,1585,0,2019-08-20,2019-11-29,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2827,100,3,0,1588,0,2017-04-19,2017-06-29,729,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
2828,100,3,0,1588,0,2017-10-05,2017-12-08,729,1104,3,2,"Licenciatura em Matemática",374,"Fundação Educacional Caio Martins - FUCAM ",1
2829,100,3,0,1590,0,2017-04-18,2017-06-30,729,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
2830,100,3,0,1590,0,2017-09-20,2017-12-20,729,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
5876,100,3,0,1590,0,2021-01-25,2021-02-25,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6204,100,3,0,1590,0,2022-02-14,2022-04-20,3735,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2863,100,3,0,1621,0,2019-04-10,2019-06-28,465,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
4652,1000,3,0,1621,0,2019-08-14,2019-11-21,744,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
5874,100,3,0,1621,0,2021-01-25,2021-02-25,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5879,100,3,0,1621,0,2021-03-01,2021-04-01,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2864,100,3,0,1623,0,2019-05-06,2019-06-27,465,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
2865,100,3,0,1624,0,2019-04-16,2019-06-28,465,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
4653,1000,3,0,1624,0,2019-09-12,2019-11-28,744,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
5872,100,3,0,1624,0,2021-01-25,2021-02-25,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5878,100,3,0,1624,0,2021-03-24,2021-04-23,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2866,100,3,0,1626,0,2019-04-29,2019-06-27,465,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
2867,100,3,0,571,0,2019-04-12,2019-06-28,465,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
5976,100,3,0,571,0,2021-08-04,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
6183,100,3,0,571,0,2022-02-14,2022-04-27,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
6199,100,3,0,571,0,2022-02-14,2022-04-28,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
2868,100,3,0,1629,0,2019-04-02,2019-07-05,465,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
2869,100,3,0,1631,0,2019-05-07,2019-06-28,465,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
4654,1000,3,0,1631,0,2019-08-19,2019-12-03,744,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
2870,100,3,0,1632,0,2019-05-07,2019-06-28,465,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
4655,1000,3,0,1632,0,2019-08-19,2019-12-06,744,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
2871,100,3,0,1633,0,2019-04-12,2019-06-28,465,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
4656,1000,3,0,1633,0,2019-08-18,2019-11-30,744,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
6187,100,3,0,1633,0,2022-02-14,2022-04-05,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
6205,100,3,0,1633,0,2022-02-14,2022-04-29,3735,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
2872,100,3,0,1635,0,2019-04-16,2019-06-24,465,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
4657,1000,3,0,1635,0,2019-08-27,2019-11-21,744,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
5877,100,3,0,1635,0,2021-01-25,2021-02-25,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5880,100,3,0,1635,0,2021-03-01,2021-04-26,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3351,100,3,0,1944,0,2013-03-04,2013-05-16,602,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
3352,100,3,0,1944,0,2014-08-04,2014-10-29,602,1104,3,2,"Licenciatura em Matemática",1246,"Escola Municipal Joana Porto",1
3353,100,3,0,1944,0,2015-03-23,2015-05-28,602,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
3354,100,3,0,1944,0,2015-08-17,2015-10-09,606,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
3355,100,3,0,1948,0,2013-04-02,2013-05-31,602,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3356,100,3,0,1948,0,2014-09-23,2014-11-04,602,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3357,100,3,0,1948,0,2015-03-04,2015-05-18,602,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3358,100,3,0,1948,0,2015-08-21,2015-10-29,606,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3359,100,3,0,1951,0,2015-03-20,2015-06-16,606,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
3360,100,3,0,1951,0,2015-08-18,2015-12-20,606,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
3361,100,3,0,1951,0,2016-04-11,2016-06-27,606,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
3362,100,3,0,1951,0,2016-09-20,2016-12-05,1488,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
3363,100,3,0,1955,0,2015-04-14,2015-06-16,606,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
3364,100,3,0,1955,0,2015-08-18,2015-12-20,606,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
3365,100,3,0,1955,0,2016-04-04,2016-06-17,606,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3366,100,3,0,1955,0,2016-09-05,2017-01-23,1488,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3775,100,3,0,2229,0,2018-03-26,2018-07-02,2235,1104,3,2,"Licenciatura em Matemática",2257,"Escola Municipal Professora Maria de Lourdes Gomes",1
3776,100,3,0,2232,0,2018-03-21,2018-04-20,2235,1104,3,2,"Licenciatura em Matemática",2255,"Escola Municipal Carmem Maria Andrade Nogueira",1
4590,100,3,0,2232,0,2019-10-24,2019-11-19,744,1104,3,2,"Licenciatura em Matemática",2256,"Escola Estadual Professor Josefino Barbosa",1
4609,100,3,0,2232,0,2017-04-26,2017-05-18,606,1104,3,2,"Licenciatura em Matemática",2256,"Escola Estadual Professor Josefino Barbosa",1
4610,100,3,0,2232,0,2016-09-12,2016-10-03,606,1104,3,2,"Licenciatura em Matemática",2256,"Escola Estadual Professor Josefino Barbosa",1
3778,100,3,0,2237,0,2018-03-20,2018-07-06,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3812,100,3,0,2237,0,2018-08-14,2018-11-30,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3836,100,3,0,2237,0,2019-02-19,2019-07-12,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4599,100,3,0,2237,0,2019-08-26,2019-11-30,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3779,100,3,0,2239,0,2018-03-20,2018-07-06,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3813,100,3,0,2239,0,2018-08-20,2018-11-30,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
4602,100,3,0,2239,0,2019-08-21,2019-11-29,744,1104,3,2,"Licenciatura em Matemática",2386,"Escola Estadual de Ensino Fundamental (Anos Finais) e Ensino Médio",1
4645,1000,3,0,2239,0,2019-03-27,2019-07-17,744,1104,3,2,"Licenciatura em Matemática",2386,"Escola Estadual de Ensino Fundamental (Anos Finais) e Ensino Médio",1
3781,100,3,0,2241,0,2018-05-03,2018-07-13,2235,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3796,100,3,0,2241,0,2018-08-29,2018-12-14,2235,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
3782,100,3,0,2242,0,2018-03-20,2018-07-06,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3797,100,3,0,2242,0,2018-08-17,2018-12-05,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3835,100,3,0,2242,0,2019-02-25,2019-06-30,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4592,100,3,0,2242,0,2019-08-26,2019-12-03,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3783,100,3,0,2243,0,2018-05-07,2018-06-01,2235,1104,3,2,"Licenciatura em Matemática",2255,"Escola Municipal Carmem Maria Andrade Nogueira",1
3800,100,3,0,2243,0,2018-08-20,2018-12-10,2235,1104,3,2,"Licenciatura em Matemática",2258,"Escola Municipal Noeme Sales Nascimento",1
3784,100,3,0,2245,0,2018-03-20,2018-06-29,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3810,100,3,0,2245,0,2018-08-22,2018-11-30,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3838,100,3,0,2245,0,2019-04-01,2019-06-15,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4591,100,3,0,2245,0,2019-08-19,2019-11-24,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3785,100,3,0,536,0,2018-06-05,2018-06-29,2235,1104,3,2,"Licenciatura em Matemática",2258,"Escola Municipal Noeme Sales Nascimento",1
3807,100,3,0,536,0,2018-10-29,2018-12-05,2235,1104,3,2,"Licenciatura em Matemática",2258,"Escola Municipal Noeme Sales Nascimento",1
3839,100,3,0,536,0,2019-03-08,2019-04-08,744,1104,3,2,"Licenciatura em Matemática",2256,"Escola Estadual Professor Josefino Barbosa",1
4595,100,3,0,536,0,2019-10-03,2019-11-09,744,1104,3,2,"Licenciatura em Matemática",2256,"Escola Estadual Professor Josefino Barbosa",1
3786,100,3,0,2247,0,2018-05-02,2018-07-12,2235,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
3801,100,3,0,2247,0,2018-08-27,2018-12-28,2235,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
3787,100,3,0,2249,0,2018-05-02,2018-07-12,2235,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
3802,100,3,0,2249,0,2018-08-27,2018-12-28,2235,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
5873,100,3,0,2249,0,2021-01-25,2021-02-25,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3788,100,3,0,2250,0,2018-04-13,2018-07-13,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3795,100,3,0,2250,0,2018-08-31,2018-11-30,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3837,100,3,0,2250,0,2019-03-11,2019-06-28,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4597,100,3,0,2250,0,2019-09-09,2019-11-26,744,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3789,100,3,0,2251,0,2018-04-02,2018-07-17,2235,1104,3,2,"Licenciatura em Matemática",2321,"Escola Municipal Ramiro Mendes",1
3804,100,3,0,2251,0,2018-08-20,2019-01-11,2235,1104,3,2,"Licenciatura em Matemática",2321,"Escola Municipal Ramiro Mendes",1
3790,100,3,0,462,0,2018-05-08,2018-06-29,2235,1104,3,2,"Licenciatura em Matemática",2258,"Escola Municipal Noeme Sales Nascimento",1
3799,100,3,0,462,0,2018-10-29,2018-12-05,2235,1104,3,2,"Licenciatura em Matemática",2258,"Escola Municipal Noeme Sales Nascimento",1
3840,100,3,0,462,0,2019-02-26,2019-04-08,744,1104,3,2,"Licenciatura em Matemática",2256,"Escola Estadual Professor Josefino Barbosa",1
4596,100,3,0,462,0,2019-08-26,2019-11-09,744,1104,3,2,"Licenciatura em Matemática",2256,"Escola Estadual Professor Josefino Barbosa",1
3792,100,3,0,2255,0,2018-04-16,2018-06-15,2235,1104,3,2,"Licenciatura em Matemática",2257,"Escola Municipal Professora Maria de Lourdes Gomes",1
3805,100,3,0,2255,0,2018-08-27,2018-12-03,2235,1104,3,2,"Licenciatura em Matemática",2257,"Escola Municipal Professora Maria de Lourdes Gomes",1
3793,100,3,0,2256,0,2018-04-11,2018-07-11,2235,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
3806,100,3,0,2256,0,2018-08-27,2018-11-10,2235,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
3794,100,3,0,2258,0,2018-03-19,2018-07-06,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3811,100,3,0,2258,0,2018-08-17,2018-08-07,2235,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
3841,100,3,0,2258,0,2019-03-11,2019-06-13,744,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
4600,100,3,0,2258,0,2019-09-04,2019-12-06,744,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
4075,100,3,0,2451,0,2015-04-14,2018-05-28,606,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
4076,100,3,0,2451,0,2015-08-21,2015-11-27,606,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
4077,100,3,0,2451,0,2016-04-07,2016-06-17,606,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
4078,100,3,0,2451,0,2016-09-19,2016-12-16,1488,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
4079,100,3,0,2454,0,2015-03-30,2015-06-09,606,1104,3,2,"Licenciatura em Matemática",374,"Fundação Educacional Caio Martins - FUCAM ",1
4080,100,3,0,2454,0,2015-08-01,2015-11-20,606,1104,3,2,"Licenciatura em Matemática",374,"Fundação Educacional Caio Martins - FUCAM ",1
4081,100,3,0,2454,0,2016-04-11,2016-06-23,606,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4082,100,3,0,2454,0,2016-09-08,2017-02-10,1488,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4084,66,3,0,2455,0,2010-08-31,2010-11-26,729,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
4085,100,3,0,2455,0,2011-04-04,2011-06-30,602,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
4086,134,3,0,2455,0,2011-08-08,2011-12-14,602,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
4087,100,3,0,2455,0,2016-08-31,2016-11-16,1488,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
4090,100,3,0,2459,0,2016-04-25,2016-06-15,606,1104,3,2,"Licenciatura em Matemática",1175,"Escola Estadual de Olhos D'Agua",1
4091,100,3,0,2459,0,2016-09-10,2016-12-05,606,1104,3,2,"Licenciatura em Matemática",1175,"Escola Estadual de Olhos D'Agua",1
4092,100,3,0,2459,0,2017-04-19,2017-06-30,602,1104,3,2,"Licenciatura em Matemática",1175,"Escola Estadual de Olhos D'Agua",1
4093,100,3,0,2459,0,2017-09-22,2017-12-04,1488,1104,3,2,"Licenciatura em Matemática",1175,"Escola Estadual de Olhos D'Agua",1
4096,100,3,0,2461,0,2016-04-06,2016-06-25,606,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
4097,100,3,0,2461,0,2016-09-19,2016-11-16,606,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
4098,100,3,0,2461,0,2017-05-09,2017-06-27,602,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
4099,100,3,0,2461,0,2017-10-02,2017-11-27,1488,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
4100,100,3,0,2465,0,2012-04-09,2012-05-13,602,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
4101,133,3,0,2465,0,2012-09-10,2012-11-07,431,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
4102,167,3,0,2465,0,2013-03-04,2013-05-16,602,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
4103,100,3,0,2465,0,2015-08-18,2015-09-23,606,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
4106,100,3,0,2469,0,2016-04-06,2016-06-22,606,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
4107,100,3,0,2469,0,2016-09-02,2016-12-05,606,1104,3,2,"Licenciatura em Matemática",1332,"Escola Estadual Professor Onésimo Bastos",1
4108,100,3,0,2469,0,2017-04-19,2017-05-17,602,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
4109,100,3,0,2469,0,2017-09-19,2017-11-03,1488,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
4110,100,3,0,2472,0,2015-03-30,2015-06-09,606,1104,3,2,"Licenciatura em Matemática",374,"Fundação Educacional Caio Martins - FUCAM ",1
4111,100,3,0,2472,0,2015-08-17,2015-11-20,606,1104,3,2,"Licenciatura em Matemática",374,"Fundação Educacional Caio Martins - FUCAM ",1
4112,100,3,0,2472,0,2016-04-06,2016-07-01,606,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
4113,100,3,0,2472,0,2017-09-22,2017-11-12,1488,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
4116,100,3,0,2474,0,2016-04-13,2016-06-03,606,1104,3,2,"Licenciatura em Matemática",2339,"Escola Estadual Antônio Corrêa e Silva",1
4117,100,3,0,2474,0,2016-09-05,2016-11-25,606,1104,3,2,"Licenciatura em Matemática",2339,"Escola Estadual Antônio Corrêa e Silva",1
4118,100,3,0,2474,0,2017-04-24,2017-07-19,602,1104,3,2,"Licenciatura em Matemática",2339,"Escola Estadual Antônio Corrêa e Silva",1
4119,100,3,0,2474,0,2017-09-20,2017-10-30,1488,1104,3,2,"Licenciatura em Matemática",2339,"Escola Estadual Antônio Corrêa e Silva",1
4120,100,3,0,2477,0,2015-04-27,2015-06-09,606,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
4121,100,3,0,2477,0,2015-09-01,2015-11-11,606,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
4122,100,3,0,2477,0,2016-04-13,2016-07-01,606,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
4123,100,3,0,2477,0,2017-09-22,2017-11-12,1488,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
4593,100,3,0,2765,0,2019-08-26,2019-12-13,744,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
4646,1000,3,0,2765,0,2015-03-20,2015-06-16,606,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
4647,1000,3,0,2765,0,2015-08-18,2015-11-07,606,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
4648,1000,3,0,2765,0,2019-03-11,2019-07-08,744,1104,3,2,"Licenciatura em Matemática",1107,"Escola Estadual Professora Zina Porto",1
4650,1000,3,0,2777,0,2019-04-22,2019-06-27,744,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
4651,1000,3,0,2777,0,2019-09-04,2019-11-28,744,1104,3,2,"Licenciatura em Matemática",1110,"Escola Municipal Santa Rita",1
5875,100,3,0,2777,0,2021-01-25,2021-02-25,3504,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
6200,100,3,0,2777,0,2022-02-14,2022-04-29,3735,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4891,1000,3,0,2919,0,2010-09-28,2010-11-26,602,1104,3,2,"Licenciatura em Matemática",1135,"Escola Estadual de Cônego Marinho",1
5179,100,3,0,3100,0,2013-03-05,2013-04-30,602,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
5180,133,3,0,3100,0,2013-08-21,2013-11-09,602,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
5181,167,3,0,3100,0,2014-03-13,2014-05-29,602,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
5182,100,3,0,3101,0,2012-04-02,2012-07-10,602,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
5183,133,3,0,3101,0,2012-09-10,2012-12-04,2467,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
5184,167,3,0,3101,0,2014-03-23,2014-06-06,729,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
5185,100,3,0,3102,0,2013-03-07,2013-04-30,602,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
5186,133,3,0,3102,0,2013-08-21,2013-11-07,602,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
5187,167,3,0,3102,0,2014-03-13,2014-05-20,729,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
5188,100,3,0,3103,0,2010-03-26,2010-05-06,422,1104,3,2,"Licenciatura em Matemática",2438,"Escola Estadual Major Alexandre Rodrigues ",1
5189,133,3,0,3103,0,2012-04-02,2012-06-26,422,1104,3,2,"Licenciatura em Matemática",2438,"Escola Estadual Major Alexandre Rodrigues ",1
5190,167,3,0,3103,0,2013-02-18,2013-06-03,422,1104,3,2,"Licenciatura em Matemática",106,"Escola Estadual Professora Maria Machado",1
5191,100,3,0,3104,0,2013-03-13,2013-04-30,602,1104,3,2,"Licenciatura em Matemática",1246,"Escola Municipal Joana Porto",1
5192,133,3,0,3104,0,2013-09-02,2013-11-08,602,1104,3,2,"Licenciatura em Matemática",1246,"Escola Municipal Joana Porto",1
5193,167,3,0,3104,0,2014-04-01,2014-06-05,602,1104,3,2,"Licenciatura em Matemática",1151,"Escola Estadual Olegário Maciel",1
5194,100,3,0,3105,0,2013-03-04,2013-04-23,602,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
5195,133,3,0,3105,0,2013-09-03,2013-10-31,602,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
5196,167,3,0,3105,0,2014-02-28,2014-04-24,729,1104,3,2,"Licenciatura em Matemática",1704,"Escola Estadual de Pedras de Maria da Cruz",1
5706,1000,3,0,3364,0,2014-03-19,2014-05-23,606,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
5707,1000,3,0,3364,0,2014-09-01,2014-11-03,606,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
5708,1000,3,0,3364,0,2015-02-06,2015-05-15,606,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5709,1000,3,0,3364,0,2015-07-28,2015-10-16,606,1104,3,2,"Licenciatura em Matemática",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5710,1000,3,0,3365,0,2011-04-18,2011-05-13,602,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
5711,133,3,0,3365,0,2013-10-21,2013-11-22,602,1104,3,2,"Licenciatura em Matemática",1143,"Escola Estadual Princesa Januária",1
5712,166,3,0,3365,0,2014-09-09,2014-11-21,602,1104,3,2,"Licenciatura em Matemática",1119,"Escola Estadual Pio XII",NULL
6017,100,3,0,3633,0,2021-08-03,2021-10-08,3504,1104,3,2,"Licenciatura em Matemática",2532,"Escola Estadual Orlando Amador de Melo",1
6194,100,3,0,3633,0,2022-02-14,2022-04-29,3735,1104,3,2,"Licenciatura em Matemática",2532,"Escola Estadual Orlando Amador de Melo",1
6018,100,3,0,3635,0,2021-08-03,2021-09-03,3504,1104,3,2,"Licenciatura em Matemática",1190,"Escola Estadual Professor Claudemiro Alves Ferreira",1
